source_scheme,source_id,target_scheme,target_id,relation,rationale_de,rationale_en,origin,read_on
iso-iec-27002:2022,5.9,bsi-it-grundschutz:2023,,none,"Ein Verzeichnis der Werte entsteht im Grundschutz in der Strukturanalyse nach BSI-Standard 200-2 und nicht in einem Baustein. Es gibt hier also nichts zu nennen, und das ist etwas anderes als nicht nachgesehen zu haben.","In IT-Grundschutz an inventory of assets arises in the structure analysis of BSI-Standard 200-2 and not in a building block. So there is nothing to name here, and that is a different statement from not having looked.",own_reading,2026-08-06
iso-iec-27002:2022,5.12,bsi-it-grundschutz:2023,,none,Die Einstufung nach Schutzbedarf ist im Grundschutz die Schutzbedarfsfeststellung aus BSI-Standard 200-2. Ein Baustein mit diesem Gegenstand ist nicht da.,"Grading by protection need is, in IT-Grundschutz, the protection needs assessment from BSI-Standard 200-2. A building block with that subject is not there.",own_reading,2026-08-06
iso-iec-27002:2022,5.15,bsi-it-grundschutz:2023,ORP.4,partial,"Beide verlangen Regeln dafür, wer worauf zugreifen darf. Der Baustein spannt weiter und nimmt die Verwaltung der Identitäten dazu, die die Maßnahme getrennt führt.","Both require rules for who may access what. The building block reaches wider and takes in the administration of identities, which the control carries separately.",own_reading,2026-08-06
iso-iec-27002:2022,5.16,bsi-it-grundschutz:2023,ORP.4,narrower,Der Lebensweg einer Identität vom Anlegen bis zum Löschen ist beiderseits geregelt. Im Baustein ist er ein Teil des größeren Gegenstands.,The life of an identity from creation to deletion is settled on both sides. In the building block it is one part of the larger subject.,own_reading,2026-08-06
iso-iec-27002:2022,5.17,bsi-it-grundschutz:2023,ORP.4,narrower,"Wie Geheimnisse zur Anmeldung vergeben, übergeben und gewechselt werden, verlangen beide. Der Baustein behandelt es als einen Punkt unter mehreren.","How authentication secrets are issued, handed over and changed is required by both. The building block treats it as one point among several.",own_reading,2026-08-06
iso-iec-27002:2022,5.18,bsi-it-grundschutz:2023,ORP.4,narrower,"Rechte vergeben, regelmäßig prüfen und beim Weggang entziehen steht auf beiden Seiten. Der Baustein fasst es mit der Identitätsverwaltung zusammen.","Granting rights, reviewing them regularly and withdrawing them on departure stands on both sides. The building block folds it in with identity administration.",own_reading,2026-08-06
iso-iec-27002:2022,5.19,bsi-it-grundschutz:2023,OPS.2.3,partial,Sicherheit in der Lieferantenbeziehung ist beiderseits ein eigener Gegenstand. Der Baustein sieht sie aus der Sicht der auslagernden Stelle und deckt die Beschaffung nicht ab.,Security in the supplier relationship is a subject of its own on both sides. The building block sees it from the outsourcing side and does not cover procurement.,own_reading,2026-08-06
iso-iec-27002:2022,5.20,bsi-it-grundschutz:2023,OPS.2.3,partial,"Dass die Sicherheitsanforderungen in die Vereinbarung gehören, verlangen beide. Der Baustein nennt daneben, was vor und nach dem Vertrag zu tun ist.",That the security requirements belong in the agreement is required by both. The building block also names what has to be done before and after the contract.,own_reading,2026-08-06
iso-iec-27002:2022,5.22,bsi-it-grundschutz:2023,OPS.2.3,narrower,Die Leistung des Dienstleisters zu überwachen und Änderungen zu steuern ist im Baustein eine der Anforderungen an die Inanspruchnahme ausgelagerter Leistungen.,"Monitoring the provider's service and steering changes is, in the building block, one of the requirements on using outsourcing.",own_reading,2026-08-06
iso-iec-27002:2022,5.23,bsi-it-grundschutz:2023,OPS.2.2,partial,"Beide behandeln die Nutzung fremder Rechenleistung als eigenen Fall. Der Baustein geht in die Betriebsfragen hinein, die die Maßnahme offen lässt.",Both treat the use of foreign computing as a case of its own. The building block goes into the operating questions the control leaves open.,own_reading,2026-08-06
iso-iec-27002:2022,5.24,bsi-it-grundschutz:2023,DER.2.1,narrower,Planung und Vorbereitung der Vorfallbehandlung sind beiderseits gefordert. Der Baustein deckt daneben den Ablauf des einzelnen Vorfalls ab.,Planning and preparing incident handling is required on both sides. The building block also covers the course of the single incident.,own_reading,2026-08-06
iso-iec-27002:2022,5.25,bsi-it-grundschutz:2023,DER.2.1,narrower,"Ein Ereignis zu bewerten und zu entscheiden, ob es ein Vorfall ist, steht im Baustein als ein Schritt der Behandlung.",Assessing an event and deciding whether it is an incident stands in the building block as one step of the handling.,own_reading,2026-08-06
iso-iec-27002:2022,5.26,bsi-it-grundschutz:2023,DER.2.1,narrower,Die Reaktion auf den Vorfall ist der Kern des Bausteins und dort einer von mehreren Schritten.,Responding to the incident is the core of the building block and there one of several steps.,own_reading,2026-08-06
iso-iec-27002:2022,5.27,bsi-it-grundschutz:2023,DER.2.1,narrower,Aus Vorfällen zu lernen und die Erkenntnis zurückzuspielen verlangen beide. Im Baustein steht es am Ende des Ablaufs.,Learning from incidents and feeding the finding back is required by both. In the building block it stands at the end of the course.,own_reading,2026-08-06
iso-iec-27002:2022,5.28,bsi-it-grundschutz:2023,DER.2.2,partial,"Beweise so zu sichern, dass sie später noch tragen, ist beiderseits Gegenstand. Der Baustein legt den Schwerpunkt auf die Vorsorge, die Maßnahme auf die Sammlung im Einzelfall.","Securing evidence so that it still carries later is a subject on both sides. The building block puts its weight on preparation, the control on collection in the single case.",own_reading,2026-08-06
iso-iec-27002:2022,5.29,bsi-it-grundschutz:2023,DER.4,narrower,Informationssicherheit in der Störung aufrechtzuerhalten ist im Baustein Teil der größeren Vorsorge für den Notfall.,"Keeping information security up during a disruption is, in the building block, part of the larger continuity management.",own_reading,2026-08-06
iso-iec-27002:2022,5.30,bsi-it-grundschutz:2023,DER.4,narrower,Die Bereitschaft der Technik für den Notfall ist im Baustein eine der Anforderungen und dort in die Notfallplanung eingebettet.,ICT readiness for the emergency is one of the requirements in the building block and there embedded in continuity planning.,own_reading,2026-08-06
iso-iec-27002:2022,5.31,bsi-it-grundschutz:2023,ORP.5,narrower,"Rechtliche und vertragliche Anforderungen zu erheben und einzuhalten ist der Gegenstand des Bausteins; die Maßnahme deckt davon den Teil ab, der die Informationssicherheit betrifft.",Identifying and meeting legal and contractual requirements is the subject of the building block; the control covers the part of it that touches information security.,own_reading,2026-08-06
iso-iec-27002:2022,5.33,bsi-it-grundschutz:2023,OPS.1.2.2,partial,Aufzeichnungen über ihre Aufbewahrungsfrist lesbar und unverändert zu halten verlangen beide. Der Baustein sieht das als Betriebsaufgabe des langfristigen Aufbewahrens.,Keeping records readable and unaltered over their retention period is required by both. The building block sees this as an operating task of archiving.,own_reading,2026-08-06
iso-iec-27002:2022,5.34,bsi-it-grundschutz:2023,CON.2,narrower,Der Umgang mit personenbezogenen Daten ist beiderseits geregelt. Der Baustein ist auf diesen Gegenstand zugeschnitten und geht weiter als die eine Maßnahme.,Handling personal data is settled on both sides. The building block is cut for that subject and goes further than the single control.,own_reading,2026-08-06
iso-iec-27002:2022,5.35,bsi-it-grundschutz:2023,DER.3.1,narrower,"Die unabhängige Überprüfung der Informationssicherheit ist eine der Prüfarten, die der Baustein regelt.",The independent review of information security is one of the kinds of check the building block settles.,own_reading,2026-08-06
iso-iec-27002:2022,5.36,bsi-it-grundschutz:2023,ORP.5,partial,"Dass die eigenen Vorgaben auch eingehalten werden, prüfen beide. Der Baustein sieht es aus der Sicht der Steuerung fremder Anforderungen und nicht nur der eigenen Richtlinien.",Both check that one's own requirements are actually kept. The building block sees it from the requirements-management side and not only from one's own policies.,own_reading,2026-08-06
iso-iec-27002:2022,5.37,bsi-it-grundschutz:2023,OPS.1.1.1,partial,"Dokumentierte Betriebsabläufe verlangen beide. Der Baustein stellt sie in den laufenden IT-Betrieb und nennt daneben Anforderungen, die keine Dokumentation sind.",Documented operating procedures are required by both. The building block puts them into general IT operations and names requirements beside them that are not documentation.,own_reading,2026-08-06
iso-iec-27002:2022,6.1,bsi-it-grundschutz:2023,ORP.2,narrower,Die Überprüfung vor der Einstellung ist im Baustein einer der Punkte zu den Beschäftigten.,Screening before employment is one of the points on personnel in the building block.,own_reading,2026-08-06
iso-iec-27002:2022,6.2,bsi-it-grundschutz:2023,ORP.2,narrower,"Dass die Pflichten zur Informationssicherheit im Arbeitsverhältnis stehen, verlangen beide; im Baustein ist es Teil des Eintritts.",That information security duties stand in the employment relationship is required by both; in the building block it is part of joining.,own_reading,2026-08-06
iso-iec-27002:2022,6.3,bsi-it-grundschutz:2023,ORP.3,narrower,"Sensibilisierung und Schulung sind der Gegenstand des Bausteins. Die Maßnahme deckt davon den Kern ab, der Baustein regelt daneben Planung und Wirkungskontrolle.",Awareness and training are the subject of the building block. The control covers its core; the building block also settles planning and the check on effect.,own_reading,2026-08-06
iso-iec-27002:2022,6.5,bsi-it-grundschutz:2023,ORP.2,narrower,"Was beim Ausscheiden oder Wechsel zu tun ist, steht im Baustein als Teil des Austritts.",What has to happen on termination or change stands in the building block as part of leaving.,own_reading,2026-08-06
iso-iec-27002:2022,6.6,bsi-it-grundschutz:2023,ORP.2,narrower,Die Verpflichtung auf Vertraulichkeit ist im Baustein eine der Anforderungen beim Eintritt.,The confidentiality undertaking is one of the requirements on joining in the building block.,own_reading,2026-08-06
iso-iec-27002:2022,6.7,bsi-it-grundschutz:2023,OPS.1.2.4,partial,"Das Arbeiten außerhalb der Räume des Arbeitgebers ist beiderseits ein eigener Fall. Der Baustein sieht die Betriebsseite, die Maßnahme die Regeln für die Beschäftigten.","Working outside the organisation's rooms is a case of its own on both sides. The building block sees the operating side, the control the rules for the staff.",own_reading,2026-08-06
iso-iec-27002:2022,6.7,bsi-it-grundschutz:2023,INF.9,partial,"Derselbe Fall aus der Sicht des Ortes: der Baustein stellt Anforderungen an den Arbeitsplatz unterwegs, die die Maßnahme nicht ausführt.",The same case seen from the place: the building block puts requirements on the mobile workplace that the control does not spell out.,own_reading,2026-08-06
iso-iec-27002:2022,6.8,bsi-it-grundschutz:2023,DER.2.1,narrower,"Dass Ereignisse gemeldet werden können und gemeldet werden, ist im Baustein der Eingang in die Vorfallbehandlung.","That events can be reported and are reported is, in the building block, the entrance to incident handling.",own_reading,2026-08-06
iso-iec-27002:2022,7.1,bsi-it-grundschutz:2023,INF.1,narrower,"Der Schutz der äußeren Grenze eines Gebäudes ist einer der Punkte, die der Baustein an das Gebäude stellt.",Protecting the outer boundary of a building is one of the points the building block puts on the building.,own_reading,2026-08-06
iso-iec-27002:2022,7.2,bsi-it-grundschutz:2023,INF.1,narrower,Zutrittskontrolle und Besucherregelung stehen im Baustein neben den übrigen Anforderungen an das Gebäude.,Entry control and visitor rules stand in the building block beside the remaining requirements on the building.,own_reading,2026-08-06
iso-iec-27002:2022,7.3,bsi-it-grundschutz:2023,INF.7,partial,"Beide sichern den Raum, in dem gearbeitet wird. Der Baustein ist auf den Arbeitsplatz im Büro zugeschnitten, die Maßnahme meint jeden schutzbedürftigen Bereich.","Both secure the room that is worked in. The building block is cut for the office workplace, the control means any area needing protection.",own_reading,2026-08-06
iso-iec-27002:2022,7.8,bsi-it-grundschutz:2023,INF.2,partial,"Wo Technik steht und wie sie dort geschützt wird, regeln beide. Der Baustein meint den Serverraum, die Maßnahme jedes Gerät.","Where equipment stands and how it is protected there is settled by both. The building block means the server room, the control any device.",own_reading,2026-08-06
iso-iec-27002:2022,7.10,bsi-it-grundschutz:2023,CON.6,partial,"Der Umgang mit Datenträgern überschneidet sich beim Ende der Nutzung. Aufbewahrung und Transport, die die Maßnahme mitnimmt, sind nicht der Gegenstand des Bausteins.","The handling of storage media overlaps at the end of use. Storage and transport, which the control takes in, are not the subject of the building block.",own_reading,2026-08-06
iso-iec-27002:2022,7.12,bsi-it-grundschutz:2023,INF.12,narrower,Die Sicherheit der verlegten Leitungen ist der Gegenstand des Bausteins und dort weiter ausgeführt als in der Maßnahme.,Cabling security is the subject of the building block and spelled out there further than in the control.,own_reading,2026-08-06
iso-iec-27002:2022,7.14,bsi-it-grundschutz:2023,CON.6,narrower,Sicheres Entsorgen und Wiederverwenden ist der Kern des Bausteins; die Maßnahme deckt den Fall der Geräte ab.,Secure disposal and re-use is the core of the building block; the control covers the case of equipment.,own_reading,2026-08-06
iso-iec-27002:2022,8.1,bsi-it-grundschutz:2023,SYS.2.1,partial,"Beide nehmen das Gerät der Anwenderin in den Blick. Der Baustein geht in die Härtung hinein, die Maßnahme bleibt bei den Regeln für die Nutzung.",Both look at the user's device. The building block goes into hardening; the control stays with the rules for use.,own_reading,2026-08-06
iso-iec-27002:2022,8.2,bsi-it-grundschutz:2023,OPS.1.1.2,partial,Erhöhte Rechte einzuschränken und ihren Gebrauch nachvollziehbar zu halten verlangen beide. Der Baustein sieht das aus der Sicht der Administration insgesamt.,Restricting elevated rights and keeping their use traceable is required by both. The building block sees it from the side of administration as a whole.,own_reading,2026-08-06
iso-iec-27002:2022,8.7,bsi-it-grundschutz:2023,OPS.1.1.4,narrower,"Die Abwehr von Schadprogrammen ist der Gegenstand des Bausteins und dort mit Anforderungen unterlegt, die die Maßnahme nicht nennt.",Protection against malware is the subject of the building block and backed there with requirements the control does not name.,own_reading,2026-08-06
iso-iec-27002:2022,8.8,bsi-it-grundschutz:2023,OPS.1.1.3,partial,Schwachstellen zu erkennen und zu schließen fällt beiderseits an. Der Baustein bindet es an das Ändern von Systemen und deckt damit mehr ab als das Schließen einer Lücke.,Finding and closing weaknesses arises on both sides. The building block ties it to changing systems and thereby covers more than closing a gap.,own_reading,2026-08-06
iso-iec-27002:2022,8.13,bsi-it-grundschutz:2023,CON.3,narrower,Die Datensicherung ist der Gegenstand des Bausteins; die Maßnahme verlangt sie und lässt das Konzept dahinter offen.,Backup is the subject of the building block; the control requires it and leaves the concept behind it open.,own_reading,2026-08-06
iso-iec-27002:2022,8.15,bsi-it-grundschutz:2023,OPS.1.1.5,narrower,"Das Führen von Protokollen ist der Gegenstand des Bausteins. Die Maßnahme verlangt sie, der Baustein sagt daneben, wie die Protokolle zu behandeln sind.",Logging is the subject of the building block. The control requires it; the building block also says how the logs are to be handled.,own_reading,2026-08-06
iso-iec-27002:2022,8.16,bsi-it-grundschutz:2023,DER.1,narrower,Das Auswerten des Betriebs auf auffällige Ereignisse ist der Gegenstand des Bausteins und dort weiter gefasst als in der Maßnahme.,Evaluating operations for conspicuous events is the subject of the building block and framed there more widely than in the control.,own_reading,2026-08-06
iso-iec-27002:2022,8.17,bsi-it-grundschutz:2023,OPS.1.2.6,equivalent,"Beide verlangen eine gemeinsame, verlässliche Zeit auf den Systemen, und beide begründen es damit, dass Protokolle sonst nicht zusammenpassen.","Both require one reliable time across the systems, and both argue it from logs otherwise not fitting together.",own_reading,2026-08-06
iso-iec-27002:2022,8.20,bsi-it-grundschutz:2023,NET.1.1,partial,"Das Netz abzusichern fällt beiderseits an. Der Baustein setzt beim Entwurf des Netzes an, die Maßnahme beim Betrieb.","Securing the network arises on both sides. The building block starts at the design of the network, the control at its operation.",own_reading,2026-08-06
iso-iec-27002:2022,8.21,bsi-it-grundschutz:2023,NET.1.2,partial,"Netzdienste sicher zu betreiben verlangen beide. Der Baustein sieht die Verwaltung des Netzes insgesamt, die Maßnahme den einzelnen Dienst und seine Vereinbarung.","Operating network services securely is required by both. The building block sees network management as a whole, the control the single service and its agreement.",own_reading,2026-08-06
iso-iec-27002:2022,8.22,bsi-it-grundschutz:2023,NET.1.1,narrower,Netze zu trennen ist im Baustein eine der Entwurfsanforderungen und dort mit Zonen unterlegt.,Segregating networks is one of the design requirements in the building block and backed there with zones.,own_reading,2026-08-06
iso-iec-27002:2022,8.24,bsi-it-grundschutz:2023,CON.1,narrower,"Der Einsatz von Kryptografie ist der Gegenstand des Bausteins; die Maßnahme verlangt die Regelung, der Baustein das Konzept dahinter.","The use of cryptography is the subject of the building block; the control requires the rule, the building block the concept behind it.",own_reading,2026-08-06
iso-iec-27002:2022,8.25,bsi-it-grundschutz:2023,CON.8,narrower,Sicherheit im Entwicklungsverlauf ist der Gegenstand des Bausteins und dort über die einzelne Maßnahme hinaus ausgeführt.,Security across the development course is the subject of the building block and spelled out there beyond the single control.,own_reading,2026-08-06
iso-iec-27002:2022,8.26,bsi-it-grundschutz:2023,APP.3.1,partial,"Sicherheitsanforderungen an eine Anwendung sind beiderseits Gegenstand. Der Baustein meint Webanwendungen und wird dort konkreter, die Maßnahme meint jede Anwendung.",Security requirements on an application are a subject on both sides. The building block means web applications and gets more concrete there; the control means any application.,own_reading,2026-08-06
iso-iec-27002:2022,8.29,bsi-it-grundschutz:2023,OPS.1.1.6,partial,"Prüfen vor der Freigabe verlangen beide. Der Baustein sieht den Test- und Freigabeprozess des Betriebs, die Maßnahme die Sicherheitsprüfung in der Entwicklung.","Testing before release is required by both. The building block sees the operation's test and release process, the control the security testing in development.",own_reading,2026-08-06
iso-iec-27002:2022,8.31,bsi-it-grundschutz:2023,CON.8,narrower,"Entwicklung, Test und Betrieb zu trennen ist im Baustein eine der Anforderungen an die Entwicklung von Software.","Separating development, test and operation is one of the requirements on software development in the building block.",own_reading,2026-08-06
iso-iec-27002:2022,8.32,bsi-it-grundschutz:2023,OPS.1.1.3,narrower,"Änderungen geordnet zu planen, zu prüfen und einzuspielen ist der Gegenstand des Bausteins; die Maßnahme verlangt den geordneten Ablauf.","Planning, checking and rolling out changes in an orderly way is the subject of the building block; the control requires the orderly course.",own_reading,2026-08-06
iso-iec-27002:2022,8.34,bsi-it-grundschutz:2023,DER.3.1,narrower,"Dass eine Prüfung den laufenden Betrieb nicht stört, ist im Baustein eine der Anforderungen an die Durchführung von Audits.",That a check does not disturb running operations is one of the requirements on carrying out audits in the building block.,own_reading,2026-08-06
