source_scheme,source_id,target_scheme,target_id,relation,rationale_de,rationale_en,origin,read_on
iso-iec-27001:2022,9.2,nist-csf:2.0,ID.IM-01,partial,"Das interne Audit ist eine Bewertung, aus der Verbesserungen kommen, und insoweit deckt sich der Gegenstand. Die Anforderung legt Programm, Unabhängigkeit und Berichtsweg des Audits fest, und davon steht im Rahmenwerk nichts.","The internal audit is an evaluation improvements come out of, and to that extent the subject coincides. The requirement settles the audit's programme, independence and reporting line, and the framework says nothing of that.",own_reading,2026-08-07
iso-iec-27001:2022,9.3,nist-csf:2.0,GV.OV-01,partial,"Beide verlangen, dass die Leitung das Ergebnis ansieht und daraus die Richtung nachsteuert. Die Anforderung schreibt die Eingaben der Managementbewertung einzeln vor; der Punkt des Rahmenwerks nennt keine.",Both ask that leadership looks at the outcome and adjusts the direction from it. The requirement prescribes the inputs of the management review one by one; the framework's point names none.,own_reading,2026-08-07
iso-iec-27001:2022,10.2,nist-csf:2.0,ID.IM-03,partial,"Aus dem laufenden Betrieb Verbesserungen zu ziehen steht auf beiden Seiten. Die Anforderung hängt an einer Abweichung und verlangt Ursachenbetrachtung, Korrektur und Aufzeichnung; der Punkt des Rahmenwerks kennt diesen Auslöser nicht.","Drawing improvements out of running operations stands on both sides. The requirement hangs on a nonconformity and asks for cause analysis, correction and a record; the framework's point does not know that trigger.",own_reading,2026-08-07
iso-iec-27002:2022,5.1,nist-csf:2.0,GV.PO-01,broader,"Eine von der Leitung getragene Leitlinie steht auf beiden Seiten. Die Maßnahme verlangt daneben themenbezogene Leitlinien darunter und ihre Überprüfung, und das reicht über den einen Punkt hinaus.","A policy carried by leadership stands on both sides. The control additionally asks for topic-specific policies below it and for their review, and that reaches beyond the single outcome.",own_reading,2026-08-07
iso-iec-27002:2022,5.2,nist-csf:2.0,GV.RR-02,equivalent,Zuweisen und Bekanntmachen der Rollen für die Informationssicherheit ist hier wie dort der Gegenstand.,Assigning and making known the roles for information security is the subject on both sides.,own_reading,2026-08-07
iso-iec-27002:2022,5.3,nist-csf:2.0,PR.AA-05,narrower,Die Trennung von Aufgaben ist im Rahmenwerk ein Bestandteil des Punktes zu den Zugriffsrechten und steht dort neben dem geringsten Recht und der Überprüfung. Die Maßnahme hat sie allein zum Gegenstand.,"Segregation of duties is, in the framework, one part of the outcome on access permissions and stands there beside least privilege and review. The control has it as its subject alone.",own_reading,2026-08-07
iso-iec-27002:2022,5.7,nist-csf:2.0,ID.RA-02,equivalent,Lageinformationen zu Bedrohungen laufend zu beziehen und auszuwerten ist auf beiden Seiten derselbe Gegenstand.,Continuously obtaining and evaluating situational information on threats is the same subject on both sides.,own_reading,2026-08-07
iso-iec-27002:2022,5.9,nist-csf:2.0,ID.AM-01,broader,Das Rahmenwerk führt Verzeichnisse getrennt nach Art des Werts. Dies ist der Punkt für die Geräte; die Maßnahme umfasst ihn und die übrigen Arten in einem.,The framework carries inventories separated by kind of asset. This is the outcome for hardware; the control covers it and the remaining kinds in one.,own_reading,2026-08-07
iso-iec-27002:2022,5.9,nist-csf:2.0,ID.AM-07,broader,"Derselbe Fall für die Daten. Die Maßnahme führt Informationen und zugehörige Werte in einem Verzeichnis, das Rahmenwerk trennt sie nach Art und verlangt hier die Daten samt ihrer beschreibenden Angaben.",The same case for data. The control carries information and associated assets in one inventory; the framework separates them by kind and asks here for the data together with their describing entries.,own_reading,2026-08-07
iso-iec-27002:2022,5.12,nist-csf:2.0,ID.AM-05,partial,Beide führen zu einer Rangfolge nach Bedeutung. Die Maßnahme verlangt ein Einstufungsschema und dessen Anwendung auf die Information selbst; der Punkt des Rahmenwerks verlangt die Rangfolge der Werte und schreibt kein Schema vor.,Both lead to a ranking by significance. The control asks for a classification scheme and its application to the information itself; the framework's outcome asks for the ranking of assets and prescribes no scheme.,own_reading,2026-08-07
iso-iec-27002:2022,5.15,nist-csf:2.0,PR.AA-05,partial,"Regeln für den Zugriff festzulegen und durchzusetzen steht auf beiden Seiten. Die Maßnahme richtet sich auf die Regel und ihre Ableitung aus der Geschäftsanforderung, der Punkt des Rahmenwerks auf das einzelne Recht und seine Überprüfung.","Settling and enforcing rules for access stands on both sides. The control aims at the rule and its derivation from the business requirement, the framework's outcome at the single permission and its review.",own_reading,2026-08-07
iso-iec-27002:2022,5.16,nist-csf:2.0,PR.AA-01,narrower,Der Punkt des Rahmenwerks führt Identitäten und Anmeldeinformationen zusammen. Die Maßnahme hat nur den Lebenslauf der Identität zum Gegenstand; die Anmeldeinformation ist eine eigene Maßnahme daneben.,The framework's outcome carries identities and credentials together. The control has only the life cycle of the identity as its subject; the credential is a control of its own beside it.,own_reading,2026-08-07
iso-iec-27002:2022,5.17,nist-csf:2.0,PR.AA-03,partial,"Beide betreffen den Nachweis, dass jemand ist, wer er zu sein angibt. Die Maßnahme regelt die Vergabe und den Umgang mit dem Geheimnis; der Punkt des Rahmenwerks verlangt, dass der Nachweis geführt wird, und sagt zum Umgang nichts.",Both concern the proof that somebody is who they claim to be. The control settles the issuing and handling of the secret; the framework's outcome asks that the proof is made and says nothing about handling.,own_reading,2026-08-07
iso-iec-27002:2022,5.18,nist-csf:2.0,PR.AA-05,narrower,"Der Punkt des Rahmenwerks umfasst die Regel, die Vergabe, die Durchsetzung, die Überprüfung und das geringste Recht. Die Maßnahme betrifft davon die Vergabe, Aenderung und den Entzug des einzelnen Rechts.","The framework's outcome covers the policy, the granting, the enforcement, the review and least privilege. The control covers, of that, the granting, change and withdrawal of the single permission.",own_reading,2026-08-07
iso-iec-27002:2022,5.19,nist-csf:2.0,GV.SC-01,partial,"Beide verlangen, dass die Sicherheit in Lieferantenbeziehungen geregelt ist, bevor eine einzelne Beziehung entsteht. Der Punkt des Rahmenwerks verlangt dafür ein abgestimmtes Programm mit Zielen; die Maßnahme bleibt bei Verfahren und Regeln.",Both ask that security in supplier relationships is settled before a single relationship arises. The framework's outcome asks for an agreed programme with objectives for that; the control stays with processes and rules.,own_reading,2026-08-07
iso-iec-27002:2022,5.20,nist-csf:2.0,GV.SC-05,equivalent,Die Anforderungen an den Lieferanten in die Vereinbarung zu bringen ist hier wie dort der Gegenstand.,Bringing the requirements on the supplier into the agreement is the subject on both sides.,own_reading,2026-08-07
iso-iec-27002:2022,5.22,nist-csf:2.0,DE.CM-06,partial,"Die Leistung des Lieferanten im Betrieb zu beobachten steht auf beiden Seiten. Die Maßnahme nimmt daneben die Überprüfung und das Aendern der Vereinbarung mit hinein, und davon steht im Punkt des Rahmenwerks nichts.","Watching the supplier's performance in operation stands on both sides. The control additionally takes in the review and the change of the agreement, and the framework's outcome says nothing of that.",own_reading,2026-08-07
iso-iec-27002:2022,5.23,nist-csf:2.0,GV.SC-07,narrower,"Der Punkt des Rahmenwerks gilt für jeden Dritten. Die Maßnahme betrifft eine Art davon, nämlich den Bezug von Diensten aus der Wolke, und ist im Uebrigen derselbe Gedanke.","The framework's outcome holds for every third party. The control concerns one kind of them, the use of cloud services, and is otherwise the same thought.",own_reading,2026-08-07
iso-iec-27002:2022,5.24,nist-csf:2.0,ID.IM-04,partial,"Beide verlangen einen Plan für den Fall, der vor dem Fall dasteht. Die Maßnahme legt daneben Rollen und Verfahren für die Behandlung fest; der Punkt des Rahmenwerks bleibt beim Plan und seiner Pflege.",Both ask for a plan for the case that stands there before the case. The control additionally settles roles and procedures for handling; the framework's outcome stays with the plan and its upkeep.,own_reading,2026-08-07
iso-iec-27002:2022,5.25,nist-csf:2.0,DE.AE-08,equivalent,"Ein Ereignis gegen festgelegte Kriterien zu halten und zu entscheiden, ob es ein Vorfall ist, ist auf beiden Seiten derselbe Schritt.",Holding an event against settled criteria and deciding whether it is an incident is the same step on both sides.,own_reading,2026-08-07
iso-iec-27002:2022,5.26,nist-csf:2.0,RS.MA-01,partial,Die Behandlung nach dem festgelegten Verfahren steht auf beiden Seiten. Der Punkt des Rahmenwerks hebt die Abstimmung mit Dritten hervor; die Maßnahme nennt sie nicht eigens.,Handling according to the settled procedure stands on both sides. The framework's outcome brings out the coordination with third parties; the control does not name it separately.,own_reading,2026-08-07
iso-iec-27002:2022,5.27,nist-csf:2.0,ID.IM-03,partial,"Aus dem Vorfall lernen und das Gelernte anwenden steht auf beiden Seiten. Der Punkt des Rahmenwerks zieht Verbesserungen aus dem Betrieb im Ganzen, der Vorfall ist darin ein Fall; die Maßnahme hat allein ihn zum Gegenstand.","Learning from the incident and applying what was learned stands on both sides. The framework's outcome draws improvements from operations as a whole, and the incident is one case in that; the control has it alone as its subject.",own_reading,2026-08-07
iso-iec-27002:2022,5.28,nist-csf:2.0,RS.AN-07,partial,"Beide wollen, dass die Spuren eines Vorfalls unverändert und mit nachweisbarer Herkunft erhalten bleiben. Die Maßnahme richtet sich daneben auf die Verwertbarkeit in einem Verfahren, und davon steht im Punkt des Rahmenwerks nichts.","Both want the traces of an incident kept unchanged and with provable origin. The control additionally aims at usability in proceedings, and the framework's outcome says nothing of that.",own_reading,2026-08-07
iso-iec-27002:2022,5.29,nist-csf:2.0,PR.IR-03,partial,"Beide betreffen das Aufrechterhalten der Sicherheit in der Störung. Die Maßnahme verlangt, dass die Sicherheit im Notbetrieb geplant ist; der Punkt des Rahmenwerks verlangt die Mittel, die den Betrieb überhaupt tragen.",Both concern keeping security up during a disruption. The control asks that security in emergency operation is planned; the framework's outcome asks for the mechanisms that carry operation at all.,own_reading,2026-08-07
iso-iec-27002:2022,5.30,nist-csf:2.0,RC.RP-02,partial,"Die Wiederherstellung der Technik nach den Vorgaben des Geschäfts steht auf beiden Seiten. Die Maßnahme verlangt die Bereitschaft vorher, also Planung, Umsetzung und Test; der Punkt des Rahmenwerks betrifft das Handeln im Fall.","Restoring the technology to the requirements the business sets stands on both sides. The control asks for the readiness beforehand, so planning, implementation and testing; the framework's outcome concerns acting in the case.",own_reading,2026-08-07
iso-iec-27002:2022,5.31,nist-csf:2.0,GV.OC-03,equivalent,"Rechtliche, behördliche und vertragliche Anforderungen zu erheben und nachzuhalten ist hier wie dort der Gegenstand.","Identifying and keeping track of legal, regulatory and contractual requirements is the subject on both sides.",own_reading,2026-08-07
iso-iec-27002:2022,5.33,nist-csf:2.0,PR.DS-01,partial,"Beide schützen abgelegte Information vor Verlust und unbefugtem Zugriff. Die Maßnahme hängt an der Aufbewahrungspflicht und an der Frist, die aus dem Recht kommt, und diese Seite hat im Rahmenwerk keine Entsprechung.","Both protect stored information from loss and unauthorised access. The control hangs on the duty to retain and on the period that comes out of the law, and that side has no counterpart in the framework.",own_reading,2026-08-07
iso-iec-27002:2022,5.34,nist-csf:2.0,GV.OC-03,narrower,Der Punkt des Rahmenwerks fasst rechtliche Anforderungen zusammen und nennt den Schutz personenbezogener Daten darin ausdrücklich mit. Die Maßnahme hat allein diesen Ausschnitt zum Gegenstand.,The framework's outcome gathers legal requirements and expressly names the protection of personal data among them. The control has that section alone as its subject.,own_reading,2026-08-07
iso-iec-27002:2022,5.35,nist-csf:2.0,ID.IM-01,partial,"Eine Bewertung, aus der Verbesserungen kommen, steht auf beiden Seiten. Die Maßnahme verlangt, dass sie unabhängig von der bewerteten Stelle geschieht und in geplanten Abständen; der Punkt des Rahmenwerks verlangt keins von beidem.",An evaluation improvements come out of stands on both sides. The control asks that it happens independently of the place being evaluated and at planned intervals; the framework's outcome asks for neither.,own_reading,2026-08-07
iso-iec-27002:2022,5.36,nist-csf:2.0,GV.PO-01,narrower,"Der Punkt des Rahmenwerks verlangt, dass die Leitlinie durchgesetzt wird. Die Maßnahme ist der Teil davon, der nachsieht, ob nach ihr gearbeitet wird.",The framework's outcome asks that the policy is enforced. The control is the part of that which looks whether the work follows it.,own_reading,2026-08-07
iso-iec-27002:2022,5.37,nist-csf:2.0,,none,"Dokumentierte Betriebsabläufe als eigener Gegenstand kommen in keinem der 106 Punkte vor. Das Rahmenwerk beschreibt Ergebnisse und überlässt offen, ob dahinter ein aufgeschriebener Ablauf steht.",Documented operating procedures as a subject of their own appear in none of the 106 outcomes. The framework describes results and leaves open whether a written procedure stands behind them.,own_reading,2026-08-07
iso-iec-27002:2022,6.1,nist-csf:2.0,GV.RR-04,narrower,"Der Punkt des Rahmenwerks verlangt, dass die Sicherheit in den Verfahren des Personalwesens vorkommt. Die Maßnahme ist der Ausschnitt davon, der vor der Einstellung liegt.",The framework's outcome asks that security appears in the practices of human resources. The control is the section of that which lies before hiring.,own_reading,2026-08-07
iso-iec-27002:2022,6.2,nist-csf:2.0,GV.RR-04,narrower,"Derselbe Punkt, anderer Ausschnitt: die Maßnahme bringt die Pflichten in den Vertrag, mit dem das Arbeitsverhältnis beginnt.","The same outcome, a different section: the control brings the duties into the contract the employment relationship starts with.",own_reading,2026-08-07
iso-iec-27002:2022,6.3,nist-csf:2.0,PR.AT-01,partial,"Beide richten sich an alle Beschäftigten und wollen, dass die Sicherheit im täglichen Handeln vorkommt. Die Maßnahme verlangt daneben ein Programm mit regelmäßiger Wiederholung, und das steht im Punkt des Rahmenwerks nicht.","Both address every member of staff and want security to appear in everyday action. The control additionally asks for a programme with regular repetition, and that does not stand in the framework's outcome.",own_reading,2026-08-07
iso-iec-27002:2022,6.5,nist-csf:2.0,GV.RR-04,narrower,"Derselbe Punkt, dritter Ausschnitt: die Maßnahme regelt, was beim Ausscheiden und beim Wechsel zu geschehen hat.","The same outcome, a third section: the control settles what has to happen on leaving and on change.",own_reading,2026-08-07
iso-iec-27002:2022,6.6,nist-csf:2.0,GV.SC-05,partial,"Vertraulichkeitsvereinbarungen mit Dritten sind ein Teil dessen, was der Punkt des Rahmenwerks in die Verträge bringen will. Die Maßnahme gilt daneben für eigene Beschäftigte, und diese Hälfte hat dort keine Entsprechung.","Confidentiality agreements with third parties are one part of what the framework's outcome wants brought into the contracts. The control additionally holds for the organisation's own staff, and that half has no counterpart there.",own_reading,2026-08-07
iso-iec-27002:2022,6.7,nist-csf:2.0,PR.IR-01,partial,"Beide betreffen den Zugang zur Umgebung von außen. Die Maßnahme regelt daneben die Lage des Arbeitsplatzes und das Gerät in der Wohnung, und davon steht im Punkt des Rahmenwerks nichts.","Both concern access to the environment from outside. The control additionally settles the place of work and the device in the home, and the framework's outcome says nothing of that.",own_reading,2026-08-07
iso-iec-27002:2022,6.8,nist-csf:2.0,RS.MA-02,partial,"Die Maßnahme legt die Pflicht der Beschäftigten fest, ein beobachtetes Ereignis zu melden. Der Punkt des Rahmenwerks setzt bei der eingegangenen Meldung an und sortiert sie; die Meldepflicht selbst steht dort im Punkt zur Sensibilisierung.",The control settles the duty of staff to report an observed event. The framework's outcome starts at the report that has arrived and sorts it; the duty to report itself stands there in the outcome on awareness.,own_reading,2026-08-07
iso-iec-27002:2022,7.1,nist-csf:2.0,PR.AA-06,narrower,"Der Punkt des Rahmenwerks fasst den physischen Zugang im Ganzen. Die Maßnahme ist der Ausschnitt, der die Grenze zieht, hinter der er überhaupt gesteuert wird.",The framework's outcome gathers physical access as a whole. The control is the section that draws the boundary behind which it is steered at all.,own_reading,2026-08-07
iso-iec-27002:2022,7.2,nist-csf:2.0,PR.AA-06,narrower,"Derselbe Punkt, anderer Ausschnitt: die Maßnahme regelt den einzelnen Durchtritt durch diese Grenze und seine Aufzeichnung.","The same outcome, a different section: the control settles the single passage through that boundary and its recording.",own_reading,2026-08-07
iso-iec-27002:2022,7.3,nist-csf:2.0,PR.AA-06,narrower,"Derselbe Punkt, dritter Ausschnitt: die Maßnahme betrifft die Räume hinter der Grenze und ihre Auslegung.","The same outcome, a third section: the control concerns the rooms behind the boundary and how they are laid out.",own_reading,2026-08-07
iso-iec-27002:2022,7.8,nist-csf:2.0,PR.IR-02,partial,"Beide schützen die Technik vor dem, was von der Umgebung ausgeht. Die Maßnahme nennt daneben die Aufstellung gegen Einsicht und unbefugten Zugriff, und das ist keine Gefahr aus der Umgebung.","Both protect the technology from what the environment brings. The control additionally names the siting against being overlooked and against unauthorised access, and that is not an environmental hazard.",own_reading,2026-08-07
iso-iec-27002:2022,7.10,nist-csf:2.0,PR.DS-01,partial,"Beide schützen abgelegte Daten. Die Maßnahme hängt am Träger und begleitet ihn durch Transport, Aufbewahrung und Entsorgung; der Punkt des Rahmenwerks hängt an den Daten und nicht am Träger.","Both protect stored data. The control hangs on the medium and accompanies it through transport, storage and disposal; the framework's outcome hangs on the data and not on the medium.",own_reading,2026-08-07
iso-iec-27002:2022,7.12,nist-csf:2.0,PR.IR-02,narrower,"Der Punkt des Rahmenwerks schützt die Technik vor der Umgebung. Die Maßnahme ist der Ausschnitt für die Leitungen, über die Strom und Daten laufen.",The framework's outcome protects the technology from the environment. The control is the section for the cabling that carries power and data.,own_reading,2026-08-07
iso-iec-27002:2022,7.14,nist-csf:2.0,PR.PS-03,narrower,"Der Punkt des Rahmenwerks führt die Geräte durch Instandhaltung, Ersatz und Außerbetriebnahme. Die Maßnahme ist der letzte Schritt davon und verlangt, dass vorher nichts Lesbares darauf bleibt.","The framework's outcome carries the hardware through maintenance, replacement and removal. The control is the last step of that and asks that nothing readable stays on it beforehand.",own_reading,2026-08-07
iso-iec-27002:2022,8.1,nist-csf:2.0,PR.PS-01,partial,"Beide betreffen die Einstellung des Geräts, mit dem gearbeitet wird. Die Maßnahme richtet sich auf das Endgerät und seinen Gebrauch; der Punkt des Rahmenwerks richtet sich auf die Konfiguration jeder Plattform und nicht nur dieser.",Both concern the settings of the device that is worked on. The control aims at the endpoint and its use; the framework's outcome aims at the configuration of every platform and not only this one.,own_reading,2026-08-07
iso-iec-27002:2022,8.2,nist-csf:2.0,PR.AA-05,narrower,"Der Punkt des Rahmenwerks umfasst die Rechte im Ganzen und nennt das geringste Recht mit. Die Maßnahme ist der Ausschnitt für die erweiterten Rechte, bei denen dieser Grundsatz am meisten trägt.","The framework's outcome covers permissions as a whole and names least privilege with them. The control is the section for elevated permissions, where that principle carries the most.",own_reading,2026-08-07
iso-iec-27002:2022,8.7,nist-csf:2.0,PR.PS-05,partial,"Beide sollen verhindern, dass unerwünschter Code läuft. Die Maßnahme umfasst daneben Erkennung und Beseitigung; der Punkt des Rahmenwerks bleibt beim Verhindern der Installation und der Ausführung.",Both are to prevent unwanted code running. The control additionally covers detection and removal; the framework's outcome stays with preventing installation and execution.,own_reading,2026-08-07
iso-iec-27002:2022,8.8,nist-csf:2.0,ID.RA-01,partial,"Schwachstellen zu erkennen und festzuhalten steht auf beiden Seiten. Die Maßnahme geht weiter bis zur Bewertung und zum Einspielen der Korrektur, und das steht im Rahmenwerk an anderer Stelle.","Finding and recording vulnerabilities stands on both sides. The control goes on to the assessment and to applying the fix, and in the framework that stands elsewhere.",own_reading,2026-08-07
iso-iec-27002:2022,8.13,nist-csf:2.0,PR.DS-11,equivalent,"Sicherungen anlegen, schützen, pflegen und ihre Wiederherstellbarkeit prüfen ist auf beiden Seiten derselbe Gegenstand.","Creating, protecting and maintaining backups and testing that they restore is the same subject on both sides.",own_reading,2026-08-07
iso-iec-27002:2022,8.15,nist-csf:2.0,PR.PS-04,equivalent,Aufzeichnungen über Ereignisse zu erzeugen und für die Auswertung bereitzustellen ist hier wie dort der Gegenstand.,Generating records of events and making them available for evaluation is the subject on both sides.,own_reading,2026-08-07
iso-iec-27002:2022,8.16,nist-csf:2.0,DE.CM-01,partial,"Beobachten, um auffällige Vorgänge zu finden, steht auf beiden Seiten. Die Maßnahme gilt für Netze, Systeme und Anwendungen zusammen; der Punkt des Rahmenwerks ist einer von mehreren und betrifft das Netz.","Watching in order to find conspicuous activity stands on both sides. The control holds for networks, systems and applications together; the framework's outcome is one of several and concerns the network.",own_reading,2026-08-07
iso-iec-27002:2022,8.17,nist-csf:2.0,,none,"Die Gleichstellung der Uhren ist in keinem der 106 Punkte der Gegenstand. Das Rahmenwerk verlangt an mehreren Stellen, dass Aufzeichnungen aus verschiedenen Quellen zusammengeführt werden, und setzt eine gemeinsame Zeit damit voraus, ohne sie zu fordern.","Clock synchronisation is the subject of none of the 106 outcomes. The framework asks in several places that records from different sources are brought together, and thereby presumes a common time without asking for it.",own_reading,2026-08-07
iso-iec-27002:2022,8.20,nist-csf:2.0,PR.IR-01,partial,"Beide schützen das Netz vor unbefugter Nutzung. Die Maßnahme umfasst daneben die Steuerung und Ueberwachung des Netzes im Betrieb, und der Punkt des Rahmenwerks bleibt beim Schutz vor dem Zugriff.","Both protect the network from unauthorised use. The control additionally covers steering and watching the network in operation, and the framework's outcome stays with protection against access.",own_reading,2026-08-07
iso-iec-27002:2022,8.21,nist-csf:2.0,PR.IR-01,narrower,"Der Punkt des Rahmenwerks schützt Netze und Umgebungen im Ganzen. Die Maßnahme ist der Ausschnitt für die einzelnen Netzdienste und die Merkmale, die dafür vereinbart werden.",The framework's outcome protects networks and environments as a whole. The control is the section for the single network services and the properties agreed for them.,own_reading,2026-08-07
iso-iec-27002:2022,8.22,nist-csf:2.0,PR.IR-01,narrower,"Derselbe Punkt, anderer Ausschnitt: die Maßnahme trennt Gruppen im Netz voneinander, damit ein Zugriff nicht überall hinreicht.","The same outcome, a different section: the control separates groups in the network from one another so that one access does not reach everywhere.",own_reading,2026-08-07
iso-iec-27002:2022,8.24,nist-csf:2.0,PR.DS-02,partial,"Der Punkt des Rahmenwerks verlangt den Schutz der Daten auf dem Weg, und Kryptografie ist der übliche Weg dorthin. Die Maßnahme verlangt daneben eine Regel für den Einsatz und die Verwaltung der Schlüssel, und dafür hat das Rahmenwerk keinen eigenen Punkt.","The framework's outcome asks for the protection of data in transit, and cryptography is the usual way there. The control additionally asks for a rule on its use and for key management, and the framework has no outcome of its own for that.",own_reading,2026-08-07
iso-iec-27002:2022,8.25,nist-csf:2.0,PR.PS-06,equivalent,Sicherheit in den Ablauf der Entwicklung einzubauen und ihn daraufhin zu beobachten ist auf beiden Seiten derselbe Gegenstand.,Building security into the development process and watching it accordingly is the same subject on both sides.,own_reading,2026-08-07
iso-iec-27002:2022,8.26,nist-csf:2.0,PR.PS-06,narrower,"Der Punkt des Rahmenwerks umfasst den ganzen Ablauf der Entwicklung. Die Maßnahme ist der Ausschnitt, der die Anforderungen an die Anwendung vor dem Bau festlegt.",The framework's outcome covers the whole development process. The control is the section that settles the requirements on the application before it is built.,own_reading,2026-08-07
iso-iec-27002:2022,8.29,nist-csf:2.0,ID.IM-02,partial,Beide ziehen Erkenntnisse aus Prüfungen. Die Maßnahme verlangt die Prüfung als Teil der Entwicklung und vor der Abnahme; der Punkt des Rahmenwerks nennt Test und Uebung allgemein und bindet sie nicht an die Abnahme.,Both draw findings from tests. The control asks for the test as part of development and before acceptance; the framework's outcome names tests and exercises generally and does not bind them to acceptance.,own_reading,2026-08-07
iso-iec-27002:2022,8.31,nist-csf:2.0,PR.PS-06,narrower,"Der Punkt des Rahmenwerks umfasst den Ablauf der Entwicklung. Die Maßnahme ist der Ausschnitt, der Entwicklung, Test und Betrieb voneinander trennt, damit keiner in den anderen wirkt.","The framework's outcome covers the development process. The control is the section that separates development, test and production from one another so that none acts into the other.",own_reading,2026-08-07
